Genero,Edad,Ubicacion,Tipo_Escuela,Transporte_a_la_Escuela,Privada,Area_de_la_Carrera,Promedio_Inicial,Promedio_Medio,Promedio_Final,Horas_Estudio_Semanal,Otra_Carrera_Previa,Nivel_Ingresos_Rango,Trabaja,Apoyo_Economico,Foraneo_o_Local,Con_quien_vive,Estado_Civil,Discapacidad,Problemas_Socioeconomicos,Horas_Sueño,Nivel_Estres_Percibido,Recibio_Orientacion_Vocacional,Razon_Principal_Eleccion_Carrera,Problemas_Familiares,Problemas_Psicologicos,Habilidades,Nivel_de_Satisfaccion,Hobbies,Amigos_Cercanos,Satisfaccion_Carrera,Motivo_eleccion_carrera,Expectativas_cumplidas,Deserto,Motivo_de_Desercion,Año_de_Desercion
Femenino,20,Rural,Privada,15,No,Ciencias Naturales,76,75,72,17,No,10k-20k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,6,7,No,Amigos/Familia,Si,No,Alta,7,Viajar,0,9,Prestigio,No,No,No Aplica,0
Masculino,19,Urbana,Privada,34,Si,Humanidades,87,74,74,14,No,5k-10k,No,Padres,Foraneo,Otros,Soltero,Ninguna,No,4,5,Si,Demanda Laboral,Si,Si,Media,0,Tecnología,1,10,Prestigio,Si,Si,Problemas Familiares,4
Femenino,17,Rural,Privada,34,Si,Ingenieria,65,55,78,5,No,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,8,6,No,Gusto Personal,Si,Si,Media,7,Tecnología,6,6,Influencia Familiar,No,Si,Cambio de Carrera,3
Femenino,22,Rural,Publica,30,Si,Humanidades,74,85,76,21,No,<5k,No,Padres,Local,Solo,Soltero,Ninguna,Si,6,5,Si,Demanda Laboral,No,No,Alta,6,Deportes,3,7,Renta Económica,Si,Si,Cambio de Carrera,4
Masculino,23,Urbana,Publica,35,Si,Ingenieria,92,67,59,19,No,<5k,No,Padres,Local,Amigos,Soltero,Ninguna,No,6,8,No,Gusto Personal,Si,No,Baja,6,Tecnología,10,8,Prestigio,No,No,No Aplica,0
Femenino,21,Rural,Privada,29,No,Ingenieria,101,74,59,18,Si,10k-20k,Si,Trabajo Propio,Local,Amigos,Soltero,Motriz,No,5,6,No,Sueldo,No,No,Alta,6,Deportes,5,7,Renta Económica,Si,Si,Problemas Académicos,1
Femenino,21,Urbana,Privada,34,Si,Ciencias Sociales,69,79,81,15,Si,10k-20k,No,Beca,Local,Amigos,Soltero,Ninguna,Si,5,4,No,Prestigio,Si,Si,Media,9,Tecnología,5,6,Cercanía,Si,No,No Aplica,0
Masculino,19,Urbana,Privada,31,Si,Arte,66,72,75,18,Si,5k-10k,Si,Padres,Local,Solo,Casado,Ninguna,Si,5,5,No,Gusto Personal,Si,No,Media,8,Tecnología,2,10,Vocación,No,Si,Problemas Académicos,2
Femenino,21,Rural,Publica,37,Si,Ingenieria,82,77,67,14,No,5k-10k,Si,Beca,Local,Otros,Soltero,Visual,Si,4,6,No,Gusto Personal,No,Si,Baja,8,Lectura,5,6,Vocación,Si,Si,Problemas Económicos,1
Masculino,18,Rural,Privada,41,Si,Ingenieria,77,71,77,10,No,5k-10k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,8,3,No,Demanda Laboral,Si,No,Baja,6,Deportes,7,7,Renta Económica,No,No,No Aplica,0
Masculino,22,Urbana,Privada,29,No,Arte,63,93,75,9,No,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,Si,5,3,No,Gusto Personal,No,Si,Baja,7,Deportes,2,7,Vocación,No,Si,Otros,6
Femenino,16,Urbana,Publica,30,No,Ciencias Sociales,68,73,71,23,No,5k-10k,Si,Beca,Foraneo,Otros,Casado,Motriz,No,7,4,Si,Gusto Personal,Si,No,Baja,8,Lectura,6,9,Cercanía,No,Si,Problemas Familiares,1
Masculino,19,Urbana,Publica,35,No,Ingenieria,94,76,74,16,No,>20k,No,Beca,Local,Otros,Soltero,Ninguna,No,7,4,No,Gusto Personal,Si,Si,Alta,8,Deportes,10,7,Prestigio,Si,No,No Aplica,0
Femenino,20,Rural,Privada,17,No,Ciencias Sociales,78,81,74,13,Si,5k-10k,Si,Trabajo Propio,Local,Otros,Casado,Ninguna,No,8,4,No,Amigos/Familia,No,Si,Alta,8,Viajar,6,7,Influencia Familiar,Si,No,No Aplica,0
Femenino,20,Urbana,Privada,37,Si,Ingenieria,76,75,78,22,Si,5k-10k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,No,7,6,No,Amigos/Familia,Si,Si,Alta,3,Viajar,4,6,Renta Económica,No,No,No Aplica,0
Femenino,21,Rural,Publica,32,No,Ingenieria,65,57,73,14,No,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,No,4,6,No,Amigos/Familia,No,Si,Baja,5,Viajar,6,6,Prestigio,No,No,No Aplica,0
Femenino,20,Rural,Publica,42,No,Ciencias Naturales,90,94,61,11,Si,10k-20k,No,Beca,Foraneo,Familia,Soltero,Ninguna,Si,6,8,No,Sueldo,Si,Si,Alta,9,Tecnología,5,7,Prestigio,Si,Si,Problemas Familiares,1
Masculino,21,Urbana,Publica,18,Si,Arte,69,69,72,13,Si,>20k,No,Trabajo Propio,Local,Otros,Soltero,Cognitiva,Si,7,6,Si,Gusto Personal,Si,No,Alta,9,Deportes,6,2,Vocación,No,No,No Aplica,0
Femenino,22,Rural,Privada,26,No,Ciencias Sociales,69,84,77,10,No,10k-20k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,3,5,Si,Amigos/Familia,No,No,Baja,8,Deportes,3,6,Renta Económica,Si,No,No Aplica,0
Masculino,18,Rural,Privada,40,No,Arte,92,73,64,21,No,10k-20k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,4,8,Si,Demanda Laboral,No,Si,Alta,2,Viajar,4,5,Vocación,Si,Si,Problemas Familiares,5
Femenino,18,Rural,Privada,28,No,Ciencias Sociales,95,76,93,14,No,5k-10k,No,Beca,Foraneo,Familia,Soltero,Visual,No,7,0,No,Gusto Personal,No,Si,Media,9,Viajar,2,4,Cercanía,No,No,No Aplica,0
Femenino,23,Rural,Publica,39,No,Arte,57,87,72,15,No,5k-10k,No,Beca,Local,Amigos,Casado,Ninguna,No,5,4,No,Sueldo,No,No,Alta,7,Lectura,4,4,Prestigio,No,Si,Problemas Familiares,7
Masculino,24,Rural,Publica,31,No,Ciencias Sociales,71,75,80,8,Si,5k-10k,Si,Beca,Foraneo,Solo,Divorciado,Ninguna,No,4,2,Si,Amigos/Familia,No,Si,Alta,6,Tecnología,4,5,Cercanía,No,No,No Aplica,0
Masculino,18,Urbana,Privada,28,Si,Ciencias Naturales,71,67,85,20,No,>20k,No,Beca,Local,Otros,Soltero,Ninguna,Si,6,5,No,Prestigio,No,Si,Baja,5,Deportes,4,5,Renta Económica,No,Si,Problemas Académicos,5
Femenino,22,Rural,Privada,38,Si,Humanidades,87,72,81,8,Si,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,5,5,No,Sueldo,Si,Si,Baja,8,Arte,5,2,Vocación,No,No,No Aplica,0
Femenino,19,Rural,Privada,34,Si,Arte,76,73,86,11,No,5k-10k,No,Beca,Local,Amigos,Soltero,Ninguna,No,8,5,No,Gusto Personal,No,Si,Alta,9,Deportes,7,7,Influencia Familiar,Si,No,No Aplica,0
Masculino,22,Urbana,Publica,41,No,Ciencias Sociales,74,74,78,17,No,<5k,Si,Otro,Local,Otros,Soltero,Ninguna,No,7,6,Si,Amigos/Familia,No,Si,Media,5,Viajar,4,7,Cercanía,No,Si,Otros,2
Masculino,22,Rural,Publica,21,No,Humanidades,74,71,74,17,No,5k-10k,No,Otro,Local,Solo,Soltero,Ninguna,No,5,5,Si,Sueldo,No,Si,Alta,8,Tecnología,5,7,Influencia Familiar,No,Si,Problemas Familiares,5
Femenino,18,Rural,Publica,40,No,Ingenieria,76,76,75,16,Si,5k-10k,No,Trabajo Propio,Local,Otros,Casado,Ninguna,No,7,6,Si,Amigos/Familia,Si,Si,Alta,9,Viajar,4,8,Prestigio,No,Si,Problemas Académicos,5
Femenino,24,Rural,Privada,9,No,Ciencias Sociales,102,76,67,14,Si,10k-20k,No,Beca,Foraneo,Otros,Soltero,Ninguna,No,6,4,No,Amigos/Familia,No,No,Alta,9,Tecnología,4,6,Influencia Familiar,Si,No,No Aplica,0
Masculino,21,Rural,Privada,37,No,Ingenieria,75,66,60,15,Si,5k-10k,No,Otro,Local,Otros,Soltero,Motriz,Si,7,6,No,Prestigio,Si,No,Media,9,Arte,6,9,Prestigio,Si,No,No Aplica,0
Masculino,18,Rural,Publica,17,Si,Humanidades,79,72,87,23,No,10k-20k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,5,5,No,Gusto Personal,No,No,Media,8,Tecnología,10,10,Vocación,No,No,No Aplica,0
Femenino,22,Urbana,Privada,33,Si,Ciencias Sociales,98,85,56,17,No,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,8,5,Si,Sueldo,No,Si,Alta,5,Deportes,4,6,Cercanía,Si,No,No Aplica,0
Femenino,21,Rural,Publica,19,Si,Ciencias Sociales,82,74,63,3,No,<5k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,9,4,No,Sueldo,No,Si,Baja,9,Arte,2,9,Influencia Familiar,Si,No,No Aplica,0
Masculino,19,Rural,Publica,25,No,Ciencias Sociales,82,76,70,16,Si,5k-10k,No,Beca,Local,Otros,Soltero,Ninguna,No,3,7,No,Amigos/Familia,Si,Si,Media,8,Tecnología,7,8,Prestigio,No,Si,Problemas Familiares,2
Masculino,20,Urbana,Publica,28,Si,Ciencias Naturales,61,76,82,23,Si,<5k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,Si,6,5,Si,Gusto Personal,Si,Si,Media,7,Viajar,2,11,Cercanía,No,Si,Problemas Académicos,2
Femenino,22,Rural,Publica,9,No,Ingenieria,81,70,60,24,No,10k-20k,No,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,Si,5,4,Si,Amigos/Familia,Si,No,Alta,7,Arte,2,7,Prestigio,No,No,No Aplica,0
Masculino,20,Urbana,Privada,18,No,Humanidades,93,75,70,11,Si,<5k,No,Otro,Foraneo,Familia,Soltero,Ninguna,Si,6,3,Si,Demanda Laboral,No,No,Media,7,Tecnología,5,6,Renta Económica,Si,Si,Cambio de Carrera,1
Femenino,22,Urbana,Privada,28,Si,Arte,81,64,58,16,No,>20k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,4,6,No,Gusto Personal,No,Si,Media,6,Arte,5,5,Prestigio,Si,No,No Aplica,0
Masculino,25,Rural,Privada,32,Si,Ciencias Sociales,79,74,79,19,No,5k-10k,No,Padres,Local,Familia,Soltero,Ninguna,No,9,5,Si,Amigos/Familia,No,No,Baja,11,Deportes,7,9,Influencia Familiar,Si,No,No Aplica,0
Femenino,17,Urbana,Publica,32,No,Ingenieria,85,56,65,19,No,10k-20k,Si,Beca,Local,Familia,Soltero,Ninguna,Si,4,7,No,Amigos/Familia,No,No,Baja,6,Viajar,2,5,Cercanía,Si,Si,Problemas Económicos,2
Femenino,19,Urbana,Privada,29,Si,Arte,74,80,56,9,No,5k-10k,No,Otro,Local,Familia,Soltero,Ninguna,Si,7,3,Si,Demanda Laboral,Si,No,Alta,11,Deportes,7,4,Vocación,Si,No,No Aplica,0
Masculino,21,Rural,Publica,34,No,Humanidades,86,76,77,18,No,5k-10k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,7,5,No,Gusto Personal,Si,Si,Media,8,Viajar,2,8,Renta Económica,No,No,No Aplica,0
Masculino,17,Urbana,Publica,21,Si,Humanidades,74,67,76,13,No,>20k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,6,4,No,Amigos/Familia,No,Si,Alta,9,Arte,8,7,Vocación,No,No,No Aplica,0
Femenino,26,Urbana,Privada,28,No,Ciencias Naturales,75,81,73,17,Si,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,Si,6,6,Si,Gusto Personal,No,No,Baja,8,Arte,4,9,Cercanía,No,Si,Problemas Económicos,1
Femenino,22,Urbana,Privada,36,Si,Arte,89,83,78,12,No,10k-20k,Si,Beca,Foraneo,Otros,Casado,Ninguna,Si,6,6,Si,Amigos/Familia,Si,No,Baja,6,Arte,7,8,Influencia Familiar,No,Si,Cambio de Carrera,1
Femenino,20,Urbana,Privada,27,No,Arte,67,75,84,10,No,10k-20k,No,Otro,Foraneo,Amigos,Divorciado,Ninguna,No,5,4,Si,Sueldo,No,Si,Alta,7,Deportes,7,8,Prestigio,No,No,No Aplica,0
Masculino,20,Urbana,Privada,33,No,Ciencias Sociales,77,60,81,13,No,5k-10k,No,Beca,Local,Amigos,Casado,Ninguna,No,6,8,Si,Sueldo,Si,Si,Baja,8,Tecnología,6,9,Vocación,Si,Si,Problemas Familiares,1
Femenino,20,Rural,Privada,33,Si,Ingenieria,80,88,81,13,Si,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,6,5,No,Prestigio,No,No,Alta,4,Arte,4,8,Renta Económica,No,Si,Otros,8
Masculino,21,Rural,Privada,33,Si,Humanidades,78,70,63,11,No,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,Si,7,5,No,Amigos/Familia,No,No,Baja,8,Deportes,5,5,Cercanía,Si,No,No Aplica,0
Masculino,21,Urbana,Privada,23,No,Humanidades,95,76,89,18,Si,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,No,9,4,Si,Prestigio,Si,Si,Alta,1,Deportes,4,7,Renta Económica,No,No,No Aplica,0
Masculino,21,Urbana,Publica,42,No,Ciencias Naturales,80,73,65,16,Si,>20k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,6,2,Si,Prestigio,No,Si,Media,8,Tecnología,5,4,Prestigio,Si,No,No Aplica,0
Masculino,20,Rural,Privada,29,Si,Ciencias Naturales,85,68,73,8,Si,5k-10k,Si,Otro,Local,Solo,Casado,Ninguna,Si,6,6,Si,Demanda Laboral,No,No,Baja,5,Tecnología,3,8,Vocación,No,No,No Aplica,0
Masculino,22,Urbana,Privada,37,No,Ciencias Sociales,70,77,76,16,Si,10k-20k,No,Padres,Local,Otros,Soltero,Ninguna,Si,6,6,Si,Prestigio,Si,Si,Alta,10,Arte,2,8,Cercanía,Si,No,No Aplica,0
Femenino,17,Rural,Privada,35,Si,Ingenieria,68,73,75,16,No,<5k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,6,5,Si,Sueldo,Si,Si,Baja,5,Tecnología,3,9,Prestigio,Si,Si,Otros,1
Masculino,16,Rural,Privada,23,No,Ingenieria,81,63,75,8,No,10k-20k,No,Otro,Local,Familia,Soltero,Ninguna,Si,6,6,No,Gusto Personal,No,No,Alta,5,Tecnología,9,9,Prestigio,Si,No,No Aplica,0
Masculino,20,Urbana,Publica,28,No,Arte,74,69,62,17,No,<5k,Si,Beca,Local,Amigos,Casado,Ninguna,Si,8,7,Si,Sueldo,Si,Si,Alta,4,Lectura,4,10,Cercanía,No,Si,Otros,7
Masculino,22,Urbana,Publica,33,Si,Ciencias Sociales,88,55,74,6,Si,<5k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,6,6,Si,Sueldo,Si,Si,Alta,8,Deportes,2,6,Influencia Familiar,Si,Si,Otros,7
Femenino,18,Rural,Publica,20,No,Arte,92,61,60,13,No,>20k,No,Beca,Local,Amigos,Soltero,Ninguna,Si,4,3,No,Demanda Laboral,No,No,Media,6,Viajar,8,7,Renta Económica,Si,No,No Aplica,0
Femenino,18,Urbana,Privada,39,No,Ingenieria,78,71,64,21,Si,10k-20k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,6,8,No,Prestigio,Si,Si,Media,10,Arte,4,4,Cercanía,No,No,No Aplica,0
Masculino,21,Urbana,Publica,35,No,Ciencias Sociales,74,72,77,15,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,No,6,5,No,Demanda Laboral,No,No,Baja,7,Deportes,2,7,Prestigio,No,Si,Problemas Académicos,5
Masculino,21,Rural,Privada,27,Si,Humanidades,85,80,94,10,Si,5k-10k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,6,4,Si,Demanda Laboral,No,No,Alta,9,Lectura,7,4,Prestigio,No,No,No Aplica,0
Masculino,22,Urbana,Privada,45,Si,Arte,63,89,74,9,No,10k-20k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,5,4,Si,Gusto Personal,Si,No,Alta,7,Viajar,6,8,Cercanía,No,Si,Otros,3
Masculino,19,Rural,Privada,19,No,Arte,84,87,82,21,No,<5k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,No,6,5,Si,Demanda Laboral,Si,Si,Media,7,Tecnología,4,8,Vocación,No,No,No Aplica,0
Masculino,20,Rural,Publica,31,Si,Ciencias Naturales,75,99,70,13,Si,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,Si,6,3,No,Gusto Personal,Si,No,Baja,3,Viajar,5,7,Prestigio,Si,No,No Aplica,0
Masculino,18,Rural,Privada,36,Si,Ciencias Sociales,88,60,79,12,No,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,7,3,No,Demanda Laboral,No,No,Alta,9,Lectura,3,8,Vocación,Si,Si,Problemas Económicos,1
Femenino,16,Urbana,Privada,27,Si,Ciencias Naturales,77,88,73,14,No,5k-10k,Si,Trabajo Propio,Local,Amigos,Casado,Ninguna,No,3,4,Si,Amigos/Familia,Si,No,Media,5,Arte,4,11,Influencia Familiar,No,Si,Problemas Económicos,4
Masculino,23,Urbana,Publica,35,Si,Ciencias Sociales,89,76,72,15,Si,10k-20k,No,Otro,Local,Amigos,Soltero,Ninguna,No,5,3,No,Gusto Personal,Si,Si,Baja,9,Deportes,7,4,Renta Económica,Si,Si,Problemas Familiares,6
Masculino,18,Rural,Publica,10,Si,Ciencias Naturales,93,69,95,18,No,>20k,No,Padres,Local,Solo,Soltero,Ninguna,No,6,6,Si,Sueldo,Si,Si,Media,8,Lectura,6,8,Influencia Familiar,No,No,No Aplica,0
Femenino,16,Urbana,Privada,27,No,Ciencias Naturales,73,59,54,20,Si,5k-10k,No,Beca,Foraneo,Solo,Soltero,Ninguna,No,6,4,Si,Gusto Personal,Si,No,Baja,7,Arte,5,8,Vocación,No,No,No Aplica,0
Femenino,17,Urbana,Privada,33,No,Arte,79,50,84,12,No,5k-10k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,4,3,Si,Prestigio,Si,No,Media,7,Viajar,3,2,Prestigio,Si,No,No Aplica,0
Femenino,22,Rural,Publica,49,Si,Humanidades,76,73,71,8,Si,5k-10k,No,Beca,Foraneo,Solo,Soltero,Ninguna,No,6,6,Si,Amigos/Familia,Si,No,Alta,9,Arte,6,7,Renta Económica,No,No,No Aplica,0
Femenino,17,Rural,Publica,30,No,Ingenieria,70,82,61,12,No,5k-10k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,4,7,No,Demanda Laboral,No,Si,Media,7,Lectura,6,5,Prestigio,Si,No,No Aplica,0
Femenino,21,Rural,Publica,28,Si,Humanidades,57,80,78,13,No,5k-10k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,7,3,No,Demanda Laboral,No,No,Baja,6,Arte,8,5,Cercanía,No,No,No Aplica,0
Femenino,18,Rural,Privada,22,Si,Humanidades,86,81,85,17,Si,>20k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,8,2,No,Amigos/Familia,Si,Si,Media,8,Viajar,5,7,Cercanía,Si,No,No Aplica,0
Masculino,23,Urbana,Publica,27,Si,Arte,73,63,65,12,Si,5k-10k,Si,Padres,Local,Solo,Soltero,Ninguna,Si,7,0,No,Amigos/Familia,Si,No,Media,8,Tecnología,1,4,Influencia Familiar,Si,Si,Problemas Académicos,6
Masculino,22,Rural,Privada,21,Si,Ciencias Naturales,64,71,56,12,Si,5k-10k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,6,6,Si,Prestigio,Si,No,Baja,8,Lectura,4,7,Renta Económica,Si,Si,Otros,1
Femenino,24,Rural,Privada,28,Si,Ciencias Sociales,72,79,56,17,Si,>20k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,7,1,Si,Amigos/Familia,No,No,Alta,5,Tecnología,6,6,Influencia Familiar,Si,No,No Aplica,0
Femenino,20,Urbana,Publica,33,No,Arte,71,70,59,23,No,5k-10k,No,Trabajo Propio,Local,Amigos,Casado,Ninguna,Si,7,5,No,Demanda Laboral,No,No,Baja,4,Arte,3,3,Renta Económica,Si,No,No Aplica,0
Femenino,20,Rural,Publica,29,Si,Arte,81,65,67,13,No,5k-10k,Si,Otro,Local,Familia,Soltero,Ninguna,No,4,5,No,Sueldo,Si,No,Media,8,Viajar,5,10,Vocación,Si,No,No Aplica,0
Masculino,19,Rural,Publica,33,Si,Ingenieria,82,70,48,15,Si,5k-10k,No,Beca,Local,Familia,Soltero,Ninguna,No,5,7,No,Amigos/Familia,Si,Si,Alta,2,Deportes,4,6,Influencia Familiar,Si,No,No Aplica,0
Femenino,18,Rural,Privada,14,No,Arte,73,64,60,23,Si,5k-10k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,5,4,Si,Sueldo,Si,Si,Alta,9,Lectura,5,5,Prestigio,Si,No,No Aplica,0
Masculino,15,Rural,Publica,41,Si,Ciencias Naturales,103,90,75,15,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,6,3,Si,Amigos/Familia,No,Si,Baja,4,Lectura,5,10,Renta Económica,Si,No,No Aplica,0
Masculino,21,Rural,Privada,23,Si,Arte,73,76,75,14,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,6,5,Si,Amigos/Familia,No,No,Alta,8,Deportes,9,4,Cercanía,Si,Si,Cambio de Carrera,7
Masculino,19,Urbana,Publica,18,Si,Humanidades,75,70,78,13,No,>20k,No,Otro,Foraneo,Solo,Soltero,Auditiva,No,7,7,No,Demanda Laboral,No,Si,Baja,6,Deportes,4,8,Prestigio,No,No,No Aplica,0
Femenino,19,Rural,Publica,15,Si,Humanidades,78,83,82,15,No,<5k,Si,Padres,Foraneo,Amigos,Casado,Ninguna,Si,8,7,No,Amigos/Familia,Si,Si,Media,6,Deportes,9,7,Vocación,No,No,No Aplica,0
Femenino,19,Urbana,Publica,34,Si,Ciencias Naturales,89,62,64,19,No,5k-10k,Si,Trabajo Propio,Foraneo,Amigos,Casado,Ninguna,Si,5,7,No,Prestigio,Si,No,Alta,8,Lectura,9,7,Influencia Familiar,No,No,No Aplica,0
Femenino,20,Rural,Privada,36,No,Humanidades,73,94,62,10,Si,5k-10k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,Si,6,4,Si,Sueldo,Si,No,Alta,8,Lectura,9,9,Influencia Familiar,Si,No,No Aplica,0
Femenino,16,Urbana,Publica,26,Si,Humanidades,89,70,70,12,No,5k-10k,No,Beca,Local,Otros,Soltero,Ninguna,No,4,4,Si,Sueldo,Si,Si,Media,8,Viajar,8,8,Cercanía,Si,No,No Aplica,0
Femenino,22,Rural,Privada,27,Si,Arte,90,70,83,19,Si,<5k,No,Trabajo Propio,Foraneo,Amigos,Casado,Ninguna,No,4,6,No,Amigos/Familia,No,No,Media,6,Deportes,9,5,Renta Económica,No,Si,Problemas Académicos,6
Masculino,22,Urbana,Privada,47,Si,Arte,74,68,79,16,No,<5k,No,Padres,Local,Solo,Casado,Ninguna,No,4,7,No,Sueldo,Si,No,Media,8,Viajar,4,4,Renta Económica,Si,No,No Aplica,0
Femenino,23,Urbana,Privada,30,No,Ciencias Naturales,66,86,58,17,Si,5k-10k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,8,6,No,Gusto Personal,Si,No,Baja,8,Deportes,6,6,Cercanía,No,No,No Aplica,0
Masculino,18,Urbana,Privada,41,Si,Ingenieria,67,79,56,21,Si,<5k,No,Beca,Local,Familia,Soltero,Ninguna,No,6,7,No,Demanda Laboral,No,No,Alta,9,Viajar,5,10,Prestigio,No,No,No Aplica,0
Femenino,19,Rural,Privada,29,No,Ingenieria,78,81,73,18,Si,5k-10k,No,Beca,Local,Otros,Soltero,Ninguna,No,7,5,No,Sueldo,No,Si,Baja,8,Tecnología,6,7,Cercanía,Si,Si,Cambio de Carrera,3
Masculino,22,Rural,Privada,42,Si,Ingenieria,99,86,65,12,Si,5k-10k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,6,9,Si,Gusto Personal,No,Si,Baja,6,Lectura,4,4,Cercanía,No,No,No Aplica,0
Femenino,19,Rural,Privada,26,No,Ciencias Naturales,78,73,75,10,No,>20k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,6,8,No,Prestigio,Si,Si,Baja,8,Arte,8,3,Cercanía,No,Si,Problemas Económicos,6
Masculino,23,Urbana,Privada,31,No,Ciencias Sociales,78,65,77,20,No,5k-10k,No,Trabajo Propio,Local,Otros,Casado,Ninguna,Si,3,4,No,Prestigio,No,No,Baja,2,Arte,5,8,Prestigio,No,No,No Aplica,0
Femenino,21,Urbana,Publica,30,No,Humanidades,93,81,51,7,No,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,5,4,No,Amigos/Familia,Si,No,Baja,4,Tecnología,6,7,Influencia Familiar,Si,Si,Cambio de Carrera,3
Masculino,22,Urbana,Privada,12,Si,Ingenieria,91,72,85,19,Si,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,Si,5,7,No,Gusto Personal,No,Si,Media,7,Lectura,7,5,Vocación,No,No,No Aplica,0
Femenino,19,Urbana,Privada,37,No,Ciencias Sociales,89,91,68,17,Si,>20k,Si,Beca,Local,Solo,Divorciado,Ninguna,Si,6,1,Si,Gusto Personal,No,No,Media,3,Viajar,4,7,Influencia Familiar,No,Si,Cambio de Carrera,5
Femenino,21,Rural,Privada,37,Si,Arte,103,78,70,18,Si,5k-10k,Si,Padres,Foraneo,Otros,Casado,Ninguna,No,7,8,No,Amigos/Familia,No,Si,Media,9,Deportes,0,7,Prestigio,No,No,No Aplica,0
Femenino,20,Urbana,Privada,26,No,Arte,81,63,73,11,No,10k-20k,No,Otro,Foraneo,Otros,Soltero,Motriz,Si,7,7,No,Gusto Personal,No,Si,Media,9,Lectura,5,6,Renta Económica,Si,Si,Otros,2
Masculino,21,Rural,Privada,26,Si,Ciencias Naturales,77,87,89,13,Si,5k-10k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,3,5,Si,Prestigio,No,No,Baja,9,Tecnología,4,9,Cercanía,Si,No,No Aplica,0
Femenino,19,Rural,Publica,19,Si,Arte,74,103,64,15,No,<5k,No,Beca,Local,Otros,Soltero,Ninguna,No,7,3,Si,Gusto Personal,Si,No,Media,8,Arte,4,8,Prestigio,Si,No,No Aplica,0
Masculino,21,Rural,Publica,13,Si,Arte,77,78,58,22,No,10k-20k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,4,6,Si,Sueldo,Si,No,Media,6,Viajar,4,4,Renta Económica,Si,No,No Aplica,0
Masculino,16,Rural,Privada,29,No,Ingenieria,88,79,66,16,Si,<5k,No,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,No,6,10,No,Sueldo,No,No,Alta,8,Deportes,5,5,Prestigio,No,No,No Aplica,0
Masculino,22,Rural,Publica,28,Si,Arte,75,68,72,22,Si,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,6,9,No,Demanda Laboral,Si,Si,Alta,5,Viajar,2,7,Vocación,No,No,No Aplica,0
