genero,edad,ubicacion,tipo_escuela,transporte_a_la_escuela,area_de_la_carrera,promedio_inicial,promedio_medio,promedio_final,horas_estudio_semanal,otra_carrera_previa,nivel_ingresos_rango,trabaja,apoyo_economico,foraneo_o_local,con_quien_vive,estado_civil,discapacidad,problemas_socioeconomicos,horas_sueño,nivel_estres_percibido,recibio_orientacion_vocacional,razon_principal_eleccion_carrera,problemas_familiares,problemas_psicologicos,nivel_de_satisfaccion,hobbies,amigos_cercanos,motivo_eleccion_carrera,expectativas_cumplidas,deserto
Masculino,19,Rural,Publica,40,Ciencias Sociales,89,70,72,13,Si,<5k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,No,5,4,No,Gusto Personal,No,No,4,Deportes,2,Vocación,Si,No
Masculino,19,Urbana,Privada,47,Ciencias Sociales,75,74,72,15,No,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,Si,3,3,No,Amigos/Familia,No,Si,2,Tecnología,6,Influencia Familiar,Si,No
Femenino,18,Urbana,Privada,28,Ingenieria,80,73,64,12,No,5k-10k,No,Padres,Local,Amigos,Soltero,Ninguna,No,4,2,Si,Sueldo,Si,Si,4,Tecnología,4,Prestigio,Si,No
Femenino,19,Rural,Publica,51,Ciencias Sociales,81,67,77,18,No,5k-10k,Si,Padres,Local,Otros,Soltero,Ninguna,No,7,3,Si,Prestigio,Si,Si,3,Deportes,5,Vocación,Si,Si
Masculino,24,Urbana,Privada,42,Ciencias Naturales,95,75,89,12,No,10k-20k,Si,Beca,Local,Otros,Soltero,Ninguna,No,7,3,Si,Demanda Laboral,Si,Si,4,Lectura,6,Vocación,Si,No
Femenino,18,Rural,Privada,13,Arte,73,90,49,19,No,<5k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,6,2,Si,Demanda Laboral,No,No,4,Viajar,6,Vocación,Si,No
Masculino,25,Urbana,Privada,22,Ciencias Naturales,81,63,82,23,Si,<5k,No,Otro,Local,Familia,Soltero,Ninguna,No,5,2,No,Sueldo,No,No,3,Deportes,9,Prestigio,Si,No
Masculino,22,Rural,Privada,33,Humanidades,87,66,64,22,Si,<5k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,8,2,No,Sueldo,No,No,4,Deportes,4,Renta Económica,Si,No
Femenino,22,Urbana,Publica,22,Ingenieria,79,77,70,14,Si,10k-20k,No,Trabajo Propio,Local,Otros,Casado,Cognitiva,No,4,2,Si,Sueldo,Si,Si,3,Arte,5,Vocación,No,Si
Femenino,20,Urbana,Privada,42,Ingenieria,100,90,86,16,No,5k-10k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,No,6,1,No,Prestigio,Si,Si,4,Lectura,8,Influencia Familiar,No,No
Femenino,18,Rural,Privada,29,Ciencias Naturales,78,60,63,13,Si,10k-20k,Si,Beca,Local,Amigos,Soltero,Ninguna,Si,5,3,No,Amigos/Familia,No,Si,3,Viajar,5,Prestigio,Si,Si
Femenino,20,Urbana,Publica,9,Ingenieria,83,79,75,15,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,No,6,2,Si,Prestigio,No,No,3,Viajar,4,Influencia Familiar,No,No
Femenino,18,Rural,Publica,30,Humanidades,79,73,43,12,No,<5k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,5,1,Si,Amigos/Familia,No,No,4,Tecnología,2,Vocación,Si,Si
Masculino,24,Rural,Privada,32,Ciencias Sociales,70,92,72,17,No,10k-20k,Si,Beca,Local,Familia,Soltero,Ninguna,Si,4,3,Si,Demanda Laboral,Si,No,3,Arte,6,Vocación,Si,No
Femenino,19,Urbana,Privada,28,Ciencias Naturales,91,75,87,12,Si,<5k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,6,1,No,Demanda Laboral,No,No,1,Arte,7,Renta Económica,Si,Si
Femenino,22,Urbana,Privada,27,Ingenieria,79,71,57,20,Si,<5k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,6,3,Si,Sueldo,Si,Si,4,Tecnología,5,Influencia Familiar,No,No
Masculino,19,Urbana,Privada,35,Humanidades,82,87,70,22,No,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,Si,6,3,No,Demanda Laboral,Si,No,4,Deportes,4,Prestigio,Si,No
Femenino,19,Urbana,Privada,52,Ciencias Naturales,73,75,71,17,Si,10k-20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,7,1,No,Gusto Personal,Si,No,2,Tecnología,7,Cercanía,No,Si
Masculino,19,Urbana,Publica,33,Ingenieria,76,76,81,18,No,>20k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,No,4,5,Si,Demanda Laboral,No,No,3,Viajar,6,Renta Económica,Si,No
Femenino,20,Urbana,Privada,49,Ciencias Sociales,77,84,74,17,No,5k-10k,No,Beca,Foraneo,Familia,Divorciado,Motriz,Si,6,3,No,Gusto Personal,No,No,5,Arte,4,Cercanía,Si,No
Masculino,19,Rural,Privada,49,Arte,64,83,66,19,Si,10k-20k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,9,3,No,Sueldo,No,Si,4,Viajar,5,Renta Económica,No,No
Masculino,23,Rural,Privada,31,Arte,79,81,72,12,No,5k-10k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,6,4,Si,Prestigio,Si,Si,4,Viajar,10,Renta Económica,Si,No
Masculino,22,Urbana,Privada,36,Ingenieria,67,91,69,16,Si,10k-20k,Si,Beca,Local,Familia,Casado,Ninguna,No,6,3,No,Prestigio,No,No,2,Deportes,6,Influencia Familiar,Si,Si
Masculino,21,Urbana,Privada,18,Ciencias Naturales,93,66,76,18,Si,5k-10k,No,Beca,Local,Amigos,Divorciado,Ninguna,Si,7,4,Si,Demanda Laboral,Si,No,4,Arte,3,Renta Económica,No,No
Masculino,19,Urbana,Publica,36,Ingenieria,95,87,70,8,No,<5k,No,Beca,Foraneo,Otros,Casado,Ninguna,Si,7,3,Si,Gusto Personal,No,No,3,Arte,0,Cercanía,No,No
Femenino,20,Urbana,Publica,25,Arte,100,88,56,19,No,<5k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,6,4,Si,Sueldo,Si,No,3,Lectura,3,Prestigio,Si,No
Masculino,23,Rural,Privada,41,Arte,65,91,82,18,No,<5k,Si,Beca,Foraneo,Familia,Divorciado,Ninguna,Si,9,2,Si,Demanda Laboral,Si,No,3,Deportes,3,Renta Económica,No,Si
Femenino,20,Rural,Privada,20,Humanidades,85,78,66,14,Si,5k-10k,No,Otro,Local,Amigos,Casado,Ninguna,Si,7,1,No,Demanda Laboral,No,Si,2,Arte,4,Renta Económica,Si,No
Femenino,18,Urbana,Privada,28,Humanidades,87,84,71,17,Si,10k-20k,No,Beca,Local,Familia,Soltero,Ninguna,No,6,3,Si,Demanda Laboral,No,No,4,Arte,11,Renta Económica,Si,No
Masculino,18,Rural,Privada,21,Arte,74,71,71,15,Si,<5k,Si,Padres,Local,Amigos,Soltero,Motriz,Si,8,4,Si,Demanda Laboral,Si,No,2,Deportes,2,Vocación,No,No
Masculino,19,Rural,Privada,28,Ciencias Naturales,85,74,72,19,Si,<5k,Si,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,5,3,Si,Prestigio,Si,No,4,Arte,6,Prestigio,Si,Si
Masculino,20,Urbana,Privada,32,Ingenieria,86,85,75,13,Si,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,No,7,3,No,Amigos/Familia,No,No,3,Tecnología,6,Renta Económica,No,Si
Masculino,20,Rural,Publica,31,Ciencias Naturales,71,70,69,13,Si,<5k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,6,4,No,Gusto Personal,Si,No,3,Deportes,3,Prestigio,No,No
Femenino,20,Urbana,Privada,25,Ciencias Sociales,83,80,58,4,No,5k-10k,Si,Otro,Foraneo,Solo,Soltero,Visual,No,6,2,No,Gusto Personal,Si,Si,3,Arte,3,Cercanía,No,Si
Femenino,23,Rural,Publica,31,Ciencias Sociales,71,68,85,11,Si,>20k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,6,3,No,Amigos/Familia,Si,Si,2,Viajar,4,Influencia Familiar,Si,Si
Femenino,20,Rural,Privada,15,Ingenieria,73,79,63,16,Si,5k-10k,No,Padres,Local,Solo,Soltero,Auditiva,No,7,2,No,Amigos/Familia,No,Si,4,Deportes,7,Cercanía,Si,No
Masculino,21,Urbana,Publica,32,Arte,86,67,77,15,No,10k-20k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,8,4,Si,Demanda Laboral,Si,No,3,Viajar,7,Influencia Familiar,Si,No
Femenino,22,Rural,Publica,34,Ingenieria,59,74,74,16,Si,>20k,Si,Otro,Foraneo,Amigos,Casado,Visual,Si,7,1,No,Sueldo,No,No,3,Tecnología,6,Renta Económica,Si,No
Femenino,19,Urbana,Privada,17,Ingenieria,58,67,73,13,No,<5k,Si,Beca,Local,Otros,Soltero,Ninguna,Si,8,3,Si,Prestigio,No,No,3,Arte,2,Vocación,Si,No
Femenino,22,Urbana,Privada,28,Ciencias Naturales,78,71,87,16,Si,10k-20k,Si,Beca,Local,Familia,Soltero,Ninguna,No,6,2,No,Prestigio,Si,Si,2,Deportes,4,Influencia Familiar,Si,No
Femenino,19,Rural,Privada,35,Ingenieria,75,60,84,16,No,5k-10k,Si,Padres,Local,Amigos,Soltero,Ninguna,Si,7,2,Si,Demanda Laboral,No,Si,3,Arte,5,Cercanía,Si,No
Femenino,20,Urbana,Publica,25,Arte,86,74,67,19,Si,<5k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,Si,7,3,Si,Demanda Laboral,Si,Si,2,Tecnología,0,Prestigio,No,Si
Femenino,18,Urbana,Privada,28,Arte,89,71,79,17,No,10k-20k,No,Beca,Local,Otros,Casado,Ninguna,Si,5,3,No,Sueldo,Si,Si,3,Arte,4,Renta Económica,No,No
Masculino,18,Urbana,Publica,28,Ingenieria,97,76,65,14,Si,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,Si,4,4,No,Sueldo,Si,Si,3,Tecnología,6,Vocación,Si,No
Femenino,19,Rural,Publica,33,Ciencias Sociales,81,81,75,12,No,10k-20k,Si,Otro,Local,Amigos,Casado,Ninguna,Si,8,2,No,Prestigio,No,Si,5,Viajar,5,Cercanía,Si,No
Femenino,22,Rural,Publica,40,Ciencias Naturales,80,85,64,16,No,<5k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,4,2,Si,Amigos/Familia,No,Si,2,Viajar,4,Vocación,No,Si
Femenino,18,Rural,Privada,18,Arte,68,69,69,19,No,10k-20k,Si,Padres,Local,Otros,Soltero,Ninguna,No,5,1,No,Demanda Laboral,No,No,3,Deportes,4,Cercanía,No,No
Masculino,20,Rural,Publica,30,Humanidades,97,82,59,14,Si,5k-10k,No,Padres,Local,Otros,Casado,Ninguna,Si,5,2,Si,Sueldo,Si,No,3,Viajar,5,Prestigio,No,No
Femenino,20,Rural,Publica,54,Ciencias Sociales,89,66,83,15,Si,<5k,No,Padres,Foraneo,Familia,Divorciado,Ninguna,Si,5,3,Si,Gusto Personal,No,Si,4,Tecnología,4,Influencia Familiar,Si,No
Femenino,21,Rural,Publica,17,Humanidades,80,81,69,13,Si,<5k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,3,2,Si,Sueldo,Si,No,2,Arte,5,Renta Económica,Si,Si
Femenino,20,Urbana,Publica,28,Arte,95,67,85,23,No,5k-10k,No,Beca,Local,Solo,Soltero,Ninguna,No,6,3,No,Prestigio,Si,Si,2,Arte,6,Cercanía,No,No
Masculino,23,Rural,Privada,30,Ingenieria,65,73,85,15,Si,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Motriz,No,4,2,No,Amigos/Familia,Si,No,5,Arte,6,Influencia Familiar,No,No
Masculino,19,Rural,Privada,25,Humanidades,89,68,62,12,Si,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,Si,4,2,No,Prestigio,Si,Si,3,Lectura,5,Renta Económica,No,Si
Masculino,19,Urbana,Publica,23,Ingenieria,81,80,67,15,No,>20k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,6,3,Si,Amigos/Familia,No,No,4,Viajar,8,Cercanía,Si,No
Masculino,20,Urbana,Publica,31,Ingenieria,82,96,72,16,No,5k-10k,No,Otro,Local,Familia,Soltero,Cognitiva,No,7,1,Si,Prestigio,No,No,3,Lectura,11,Prestigio,Si,No
Masculino,25,Urbana,Privada,24,Ciencias Naturales,85,55,80,26,Si,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,Si,6,3,Si,Sueldo,No,No,4,Tecnología,2,Vocación,No,Si
Masculino,21,Urbana,Publica,39,Ciencias Naturales,76,86,66,13,No,10k-20k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,6,2,Si,Gusto Personal,Si,Si,5,Tecnología,7,Vocación,Si,No
Masculino,20,Urbana,Privada,43,Arte,80,84,63,12,Si,<5k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Visual,Si,5,2,Si,Demanda Laboral,Si,No,2,Tecnología,4,Vocación,Si,No
Femenino,21,Urbana,Publica,22,Ciencias Sociales,90,62,81,17,No,<5k,Si,Padres,Foraneo,Solo,Casado,Visual,Si,6,2,No,Sueldo,Si,Si,4,Lectura,7,Cercanía,No,Si
Masculino,21,Rural,Publica,34,Humanidades,81,82,73,19,No,10k-20k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,4,2,No,Gusto Personal,Si,No,3,Viajar,3,Vocación,No,No
Femenino,21,Urbana,Privada,25,Humanidades,67,92,64,10,Si,<5k,No,Trabajo Propio,Local,Familia,Divorciado,Ninguna,No,9,1,No,Amigos/Familia,No,No,4,Deportes,2,Vocación,Si,No
Femenino,22,Rural,Privada,27,Arte,98,73,65,25,No,10k-20k,Si,Padres,Foraneo,Solo,Soltero,Visual,No,6,3,No,Amigos/Familia,Si,Si,3,Tecnología,7,Cercanía,Si,Si
Femenino,19,Urbana,Privada,29,Ciencias Sociales,82,70,86,7,Si,<5k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,6,2,No,Demanda Laboral,No,Si,4,Lectura,5,Vocación,Si,No
Femenino,19,Rural,Publica,15,Humanidades,90,81,68,7,Si,5k-10k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,9,3,Si,Amigos/Familia,No,Si,4,Viajar,7,Cercanía,No,No
Masculino,19,Rural,Publica,48,Ingenieria,89,68,72,18,Si,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,5,3,Si,Sueldo,Si,No,5,Deportes,6,Vocación,No,No
Masculino,22,Rural,Privada,51,Ciencias Sociales,70,93,72,12,Si,5k-10k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,4,2,Si,Gusto Personal,No,No,3,Deportes,3,Cercanía,No,No
Masculino,22,Rural,Publica,33,Arte,86,51,66,18,Si,5k-10k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,5,3,No,Demanda Laboral,Si,No,2,Tecnología,6,Renta Económica,No,No
Masculino,21,Urbana,Privada,25,Ciencias Naturales,89,78,71,15,No,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,4,2,No,Gusto Personal,Si,No,3,Viajar,4,Cercanía,Si,No
Masculino,20,Urbana,Privada,35,Arte,69,81,92,11,No,10k-20k,Si,Padres,Local,Familia,Divorciado,Ninguna,Si,5,2,No,Sueldo,No,No,3,Lectura,5,Prestigio,No,Si
Femenino,18,Rural,Publica,32,Ciencias Naturales,91,75,71,16,Si,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,No,7,4,Si,Gusto Personal,No,Si,3,Tecnología,2,Prestigio,Si,Si
Masculino,19,Rural,Publica,27,Ciencias Naturales,89,66,65,20,No,5k-10k,No,Padres,Local,Otros,Soltero,Cognitiva,No,9,2,Si,Prestigio,Si,Si,4,Viajar,3,Cercanía,Si,Si
Masculino,20,Urbana,Publica,21,Ciencias Naturales,72,80,50,18,No,5k-10k,Si,Otro,Local,Familia,Soltero,Ninguna,Si,4,1,Si,Prestigio,Si,Si,4,Tecnología,2,Prestigio,Si,No
Masculino,21,Rural,Publica,29,Ciencias Naturales,64,66,73,17,No,10k-20k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,5,2,No,Sueldo,Si,Si,4,Deportes,6,Influencia Familiar,No,Si
Masculino,20,Rural,Privada,51,Arte,82,59,73,8,No,>20k,No,Otro,Foraneo,Amigos,Soltero,Ninguna,Si,4,2,No,Sueldo,Si,No,2,Arte,3,Vocación,No,Si
Femenino,19,Urbana,Privada,28,Humanidades,74,69,81,9,Si,<5k,No,Padres,Local,Familia,Soltero,Ninguna,Si,7,2,Si,Demanda Laboral,Si,No,2,Tecnología,4,Prestigio,Si,No
Masculino,19,Rural,Publica,36,Arte,97,76,77,15,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,No,4,1,Si,Demanda Laboral,Si,Si,3,Lectura,7,Vocación,Si,No
Femenino,20,Urbana,Publica,46,Ciencias Sociales,97,76,73,10,Si,5k-10k,Si,Otro,Local,Familia,Casado,Ninguna,Si,4,1,No,Prestigio,Si,No,1,Tecnología,4,Influencia Familiar,Si,No
Masculino,21,Rural,Privada,24,Arte,62,73,61,21,Si,<5k,Si,Padres,Foraneo,Otros,Soltero,Cognitiva,Si,5,1,Si,Demanda Laboral,No,Si,3,Deportes,8,Vocación,No,No
Femenino,21,Rural,Privada,27,Ingenieria,88,82,75,14,No,<5k,No,Beca,Local,Familia,Casado,Ninguna,No,7,0,No,Demanda Laboral,Si,No,4,Arte,4,Vocación,Si,No
Femenino,21,Urbana,Publica,37,Ciencias Naturales,84,71,57,15,No,5k-10k,No,Otro,Local,Otros,Casado,Ninguna,No,7,2,No,Demanda Laboral,Si,No,2,Deportes,5,Renta Económica,Si,No
Masculino,19,Urbana,Privada,24,Ciencias Naturales,93,87,82,8,Si,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,4,3,No,Demanda Laboral,Si,No,2,Arte,3,Vocación,No,No
Femenino,21,Urbana,Privada,30,Ingenieria,63,70,78,15,Si,>20k,No,Padres,Foraneo,Otros,Soltero,Ninguna,Si,8,2,Si,Gusto Personal,No,Si,4,Viajar,4,Influencia Familiar,No,No
Femenino,19,Rural,Privada,27,Arte,73,84,67,10,No,10k-20k,No,Beca,Local,Solo,Soltero,Ninguna,Si,7,3,No,Prestigio,Si,Si,4,Tecnología,2,Cercanía,Si,No
Femenino,20,Urbana,Privada,10,Arte,76,81,67,16,Si,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,Si,5,4,Si,Demanda Laboral,No,No,5,Lectura,5,Prestigio,Si,Si
Femenino,19,Rural,Privada,33,Arte,68,87,59,3,No,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,4,2,No,Demanda Laboral,Si,No,2,Tecnología,3,Vocación,Si,Si
Masculino,21,Rural,Publica,42,Ciencias Sociales,100,73,71,12,Si,5k-10k,No,Padres,Local,Amigos,Soltero,Ninguna,No,4,2,Si,Demanda Laboral,No,Si,4,Arte,8,Prestigio,Si,No
Femenino,21,Rural,Privada,33,Ingenieria,79,81,71,18,No,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,No,8,2,No,Gusto Personal,No,Si,4,Viajar,7,Influencia Familiar,No,No
Femenino,22,Rural,Publica,26,Arte,85,88,72,3,Si,<5k,No,Padres,Foraneo,Solo,Soltero,Ninguna,Si,4,1,Si,Demanda Laboral,Si,No,3,Viajar,4,Prestigio,No,Si
Femenino,22,Rural,Privada,32,Ciencias Sociales,76,82,78,12,No,10k-20k,Si,Padres,Local,Otros,Casado,Ninguna,Si,5,2,No,Prestigio,Si,No,3,Deportes,6,Prestigio,No,Si
Femenino,19,Urbana,Privada,37,Humanidades,92,64,69,14,No,<5k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,6,1,Si,Amigos/Familia,No,Si,3,Deportes,4,Cercanía,No,No
Femenino,20,Urbana,Privada,14,Ingenieria,86,67,90,7,No,<5k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,No,7,2,No,Demanda Laboral,Si,Si,4,Arte,5,Prestigio,No,No
Femenino,21,Rural,Publica,24,Ciencias Naturales,99,89,77,12,Si,10k-20k,No,Otro,Local,Otros,Soltero,Ninguna,Si,5,2,No,Gusto Personal,Si,No,3,Lectura,5,Vocación,No,No
Masculino,19,Urbana,Privada,36,Arte,76,69,76,13,Si,<5k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,6,3,No,Prestigio,No,No,2,Deportes,4,Influencia Familiar,No,No
Femenino,20,Urbana,Publica,31,Ciencias Naturales,62,76,69,12,No,10k-20k,No,Padres,Local,Solo,Soltero,Ninguna,Si,5,1,Si,Amigos/Familia,Si,No,4,Lectura,7,Renta Económica,Si,Si
Femenino,19,Rural,Privada,29,Ciencias Sociales,67,68,77,11,Si,<5k,No,Otro,Local,Amigos,Soltero,Cognitiva,No,7,3,No,Demanda Laboral,Si,No,2,Arte,4,Renta Económica,Si,No
Femenino,22,Rural,Privada,49,Humanidades,70,75,85,19,No,<5k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,5,1,Si,Amigos/Familia,No,Si,3,Lectura,7,Prestigio,Si,Si
Masculino,21,Urbana,Privada,15,Humanidades,89,100,81,9,No,>20k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,No,4,2,No,Amigos/Familia,No,No,3,Arte,4,Renta Económica,Si,Si
Femenino,21,Urbana,Privada,16,Ingenieria,70,83,75,20,No,5k-10k,No,Beca,Local,Familia,Soltero,Ninguna,Si,6,2,Si,Prestigio,Si,Si,5,Tecnología,6,Cercanía,No,No
Femenino,18,Urbana,Publica,29,Ingenieria,83,78,60,20,Si,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,7,2,No,Gusto Personal,Si,No,3,Lectura,5,Prestigio,Si,No
Masculino,18,Rural,Publica,39,Humanidades,86,85,90,17,Si,>20k,No,Padres,Local,Amigos,Soltero,Ninguna,No,3,2,Si,Amigos/Familia,No,No,1,Deportes,3,Renta Económica,Si,No
Masculino,22,Urbana,Publica,24,Arte,77,76,71,17,Si,>20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,6,2,No,Sueldo,Si,No,2,Arte,2,Influencia Familiar,Si,No
Masculino,22,Rural,Privada,14,Ciencias Sociales,84,67,65,12,Si,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,No,8,2,Si,Gusto Personal,Si,No,3,Viajar,6,Cercanía,Si,No
Femenino,22,Urbana,Publica,21,Ciencias Sociales,80,81,69,16,No,5k-10k,Si,Trabajo Propio,Foraneo,Solo,Casado,Ninguna,No,8,3,No,Demanda Laboral,No,No,5,Deportes,3,Prestigio,No,Si
Masculino,19,Rural,Privada,24,Arte,67,66,87,13,No,<5k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,6,2,Si,Amigos/Familia,No,Si,2,Lectura,7,Cercanía,No,No
Femenino,21,Urbana,Publica,39,Ciencias Naturales,78,75,69,20,Si,10k-20k,No,Padres,Local,Solo,Casado,Ninguna,Si,6,2,No,Demanda Laboral,No,No,3,Tecnología,2,Cercanía,No,No
Femenino,18,Rural,Privada,28,Ciencias Sociales,73,76,59,16,Si,<5k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,8,3,No,Amigos/Familia,No,No,4,Deportes,7,Influencia Familiar,No,No
Masculino,22,Rural,Publica,20,Ciencias Sociales,97,81,63,6,Si,5k-10k,Si,Padres,Local,Solo,Soltero,Auditiva,Si,8,4,Si,Prestigio,Si,No,4,Arte,4,Renta Económica,No,No
Masculino,21,Rural,Publica,33,Ingenieria,98,55,87,25,Si,>20k,No,Padres,Local,Amigos,Casado,Visual,Si,3,3,No,Prestigio,No,No,4,Deportes,6,Influencia Familiar,Si,No
Masculino,19,Rural,Privada,18,Ciencias Naturales,76,80,56,19,No,10k-20k,No,Padres,Foraneo,Solo,Casado,Ninguna,Si,3,2,Si,Gusto Personal,Si,Si,3,Viajar,1,Renta Económica,No,No
Masculino,21,Rural,Publica,39,Humanidades,70,49,69,16,Si,5k-10k,No,Otro,Local,Amigos,Soltero,Ninguna,Si,4,1,Si,Gusto Personal,No,Si,5,Deportes,4,Cercanía,No,No
Masculino,19,Rural,Privada,26,Ciencias Sociales,57,72,84,20,Si,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,7,3,No,Amigos/Familia,Si,No,1,Arte,4,Renta Económica,Si,No
Masculino,19,Rural,Publica,55,Arte,78,78,82,13,Si,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,Si,7,2,Si,Sueldo,No,No,5,Tecnología,2,Influencia Familiar,No,No
Femenino,18,Rural,Privada,48,Arte,81,58,71,12,No,5k-10k,No,Padres,Foraneo,Solo,Soltero,Ninguna,Si,9,3,Si,Prestigio,Si,No,4,Deportes,7,Prestigio,No,No
Masculino,22,Urbana,Publica,36,Ciencias Naturales,68,77,72,7,No,<5k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,5,2,Si,Amigos/Familia,No,No,4,Tecnología,7,Cercanía,Si,Si
Masculino,24,Urbana,Publica,24,Ciencias Sociales,66,69,76,18,Si,5k-10k,No,Otro,Foraneo,Amigos,Divorciado,Ninguna,Si,8,1,Si,Gusto Personal,No,No,3,Viajar,6,Renta Económica,No,No
Femenino,23,Rural,Privada,26,Ciencias Sociales,81,69,55,11,Si,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,7,2,No,Amigos/Familia,No,No,3,Viajar,5,Prestigio,No,No
Masculino,19,Urbana,Publica,13,Ingenieria,79,75,55,9,Si,<5k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,Si,7,2,Si,Sueldo,Si,Si,4,Lectura,7,Vocación,Si,No
Masculino,23,Rural,Privada,18,Ciencias Sociales,90,80,65,17,No,5k-10k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,8,2,No,Demanda Laboral,No,No,2,Tecnología,8,Vocación,Si,Si
Masculino,19,Urbana,Publica,31,Ingenieria,87,75,59,16,No,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,6,2,No,Demanda Laboral,No,No,3,Deportes,6,Vocación,No,Si
Femenino,18,Urbana,Publica,36,Ingenieria,65,75,64,16,Si,10k-20k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,9,1,No,Gusto Personal,Si,Si,2,Arte,4,Prestigio,Si,No
Femenino,18,Urbana,Privada,43,Arte,75,68,84,21,Si,5k-10k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,7,1,Si,Gusto Personal,No,Si,2,Deportes,9,Cercanía,Si,No
Femenino,20,Rural,Publica,33,Arte,83,67,54,10,Si,<5k,No,Padres,Foraneo,Solo,Casado,Ninguna,No,5,4,Si,Gusto Personal,No,Si,3,Viajar,2,Vocación,No,Si
Femenino,19,Rural,Privada,33,Ingenieria,86,79,80,13,Si,5k-10k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,6,1,Si,Prestigio,Si,Si,4,Tecnología,4,Influencia Familiar,No,No
Femenino,22,Urbana,Privada,33,Ciencias Naturales,79,63,71,18,No,5k-10k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Auditiva,No,6,3,Si,Prestigio,No,No,4,Deportes,4,Vocación,Si,No
Masculino,20,Rural,Publica,36,Arte,65,83,70,18,No,<5k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,5,3,Si,Sueldo,Si,Si,3,Deportes,4,Influencia Familiar,Si,No
